change_id,table,key,action,reasoning,Model,field,value,D,Reasoning D,I,Reasoning I
809,evidence,,add,"Shaw Local published a direct questionnaire answer on how Congress should regulate AI, providing a clear and verifiable policy signal.",Codex,URL,https://www.shawlocal.com/news/2026/02/08/2026-election-questionnaire-don-tracy-united-states-senate/,,,,
810,evidence,,add,"A Capitol News Illinois questionnaire, republished by The X Radio, adds a second direct AI statement emphasizing narrow targeted regulation and national-security framing.",Codex,Candidate_Key,Illinois|Senate|Don Tracy,,,,
810,evidence,,add,"A Capitol News Illinois questionnaire, republished by The X Radio, adds a second direct AI statement emphasizing narrow targeted regulation and national-security framing.",Codex,Source_Description,"Backs narrow AI rules on privacy, fraud, discrimination (Capitol News Illinois)",,,,
810,evidence,,add,"A Capitol News Illinois questionnaire, republished by The X Radio, adds a second direct AI statement emphasizing narrow targeted regulation and national-security framing.",Codex,URL,https://www.thexradio.com/news/local-news/30867-us-senate-candidate-questionnaire/,,,,
811,candidates,Illinois|Senate|Don Tracy,mod,"After replacing weak non-AI evidence with two direct AI questionnaire answers and retaining his China-sensitive-technology stance, Tracy has a meaningful but mixed AI record rather than no record.",Codex,Verdict,nuanced,,,,
812,candidates,Illinois|Senate|Raja Krishnamoorthi,mod,"AP reported that Juliana Stratton won the March 17, 2026 Illinois Democratic Senate primary and Krishnamoorthi conceded, so he is no longer an active candidate.",Codex,Status,Out,,,,
813,evidence,88,mod,The source is live and directly supports the No Adversarial AI Act; the description should be shortened and standardized while preserving the foreign-adversary/DeepSeek angle.,Codex,Source_Description,"No Adversarial AI Act targets DeepSeek, adversary AI (CCP Committee)",,,,
814,evidence,89,mod,The source is live and directly supports the export-control bill; the description should be shortened and standardized while preserving the China chip-sales focus.,Codex,Source_Description,No Advanced Chips for CCP Act blocks China sales (CCP Committee),,,,
815,evidence,2891,mod,The source is live and directly supports the Advanced AI Security Readiness Act; the description should be made more specific and concise.,Codex,Source_Description,AI Security Readiness Act orders NSA playbook (CCP Committee),,,,
816,evidence,2892,mod,The current House press-release index does not itself support the Ring AI claim. A direct press release exists and should replace the generic listing URL and description.,Codex,Source_Description,Questions Ring AI surveillance and warrant access (House Rep Website),,,approved,
816,evidence,2892,mod,The current House press-release index does not itself support the Ring AI claim. A direct press release exists and should replace the generic listing URL and description.,Codex,URL,https://krishnamoorthi.house.gov/media/press-releases/krishnamoorthi-raises-alarm-over-rings-new-ai-search-party-feature-citing,,,approved,
817,evidence,91,mod,Current description is too long; the House issues page directly supports a concise official-source summary about AI workforce preparation and regulation.,Codex,Source_Description,Tech page backs AI workforce prep and regulation (House Rep Website),,,,
818,evidence,92,mod,Current description is too long; the House page directly supports a concise national-security framing with China chip restrictions and safer AI deployment.,Codex,Source_Description,"National security AI plan urged China curbs, safer deployment (House Rep Website)",,,,
819,evidence,2893,del,A stronger direct legislative source can replace this third-party report while preserving the candidate's ethics/safeguards signal.,Codex,,,,,,
820,evidence,,add,"Congress.gov provides a more direct candidate-specific source showing Kelly cosponsored an AI ethics resolution with privacy, oversight, and safety provisions.",Codex,Candidate_Key,Illinois|Senate|Robin Kelly,,,,
820,evidence,,add,"Congress.gov provides a more direct candidate-specific source showing Kelly cosponsored an AI ethics resolution with privacy, oversight, and safety provisions.",Codex,Source_Description,"Cosponsored AI ethics resolution on privacy, oversight, safety (Congress.gov)",,,,
820,evidence,,add,"Congress.gov provides a more direct candidate-specific source showing Kelly cosponsored an AI ethics resolution with privacy, oversight, and safety provisions.",Codex,URL,https://www.congress.gov/bill/116th-congress/house-resolution/153/text,,,,
821,candidates,Illinois|Senate|Robin Kelly,mod,"AP reports Juliana Stratton won the March 17, 2026 Democratic primary for U.S. Senate, so Robin Kelly is no longer an active candidate in this race.",Codex,Status,Out,,,,
822,evidence,2614,mod,"Current KCRG URL is a generic politics landing page. A direct article confirms Sage ended his Senate campaign on February 15, 2026.",Codex,Source_Description,Ends Senate campaign after fundraising shortfall (KCRG),,,,
822,evidence,2614,mod,"Current KCRG URL is a generic politics landing page. A direct article confirms Sage ended his Senate campaign on February 15, 2026.",Codex,URL,https://www.kcrg.com/2026/02/15/nathan-sage-ends-us-senate-campaign/,,,,
823,evidence,,add,"Additional direct interview evidence shows Sage framed AI as unregulated, raised job-loss and social concerns, and backed a data-center moratorium.",Codex,Candidate_Key,Iowa|Senate|Nathan Sage,,,,
823,evidence,,add,"Additional direct interview evidence shows Sage framed AI as unregulated, raised job-loss and social concerns, and backed a data-center moratorium.",Codex,Source_Description,"Calls AI the 'wild west,' warns on harms (Yahoo)",,,,
823,evidence,,add,"Additional direct interview evidence shows Sage framed AI as unregulated, raised job-loss and social concerns, and backed a data-center moratorium.",Codex,URL,https://nz.news.yahoo.com/coming-war-over-ai-define-110017652.html,,,,
824,candidates,Iowa|Senate|Nathan Sage,mod,"KCRG reported on February 15, 2026 that Sage ended his campaign, so he is no longer an active primary candidate. Multiple direct interview-based sources also show a limited but meaningful pro-regulation AI record, moving him off no_record.",Codex,Status,Out,,,,
824,candidates,Iowa|Senate|Nathan Sage,mod,"KCRG reported on February 15, 2026 that Sage ended his campaign, so he is no longer an active primary candidate. Multiple direct interview-based sources also show a limited but meaningful pro-regulation AI record, moving him off no_record.",Codex,Verdict,nuanced,,,,
825,evidence,82,del,"Punchbowl profile is a weaker indirect source, includes a negative-assertion description, and is superseded by stronger direct legislative AI evidence being added.",Codex,,,,,,
826,evidence,281,mod,"A primary legislative source is available and supports a shorter, claim-focused description.",Codex,Source_Description,Co-led Section 230 deepfake bill (Congress.gov),,,approved,
826,evidence,281,mod,"A primary legislative source is available and supports a shorter, claim-focused description.",Codex,URL,https://www.congress.gov/bill/118th-congress/house-bill/9187/text,,,approved,
